year,category,recipient,location,grant_description,award_amt
2002,OTHER,New York Studio School of Drawing,"New York, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","85,000"
2002,OTHER,New York University Medical Center Foundation,"New York, New York","To support the Enid Haupt Glass Garden at the Rusk Institute of Rehabilitation Medicine, to help cover the losses that the institution incurred as a result of the events of September 11, 2001","25,000"
2002,OTHER,"Parks Council, Inc.","New York, New York",To provide general operating support,"300,000"
2002,OTHER,"Paul Taylor Dance Foundation, Inc.","New York, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","125,000"
2002,OTHER,"Philharmonic-Symphony Society of New York, Inc.","New York, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","250,000"
2002,OTHER,The Pierpont Morgan Library,"New York, New York","To support the institution following losses incurred as a result of the events of September 11,","2001,"
2002,OTHER,The Pierpont Morgan Library,"New York, New York",and to contribute to its insurance costs,"225,000"
2002,OTHER,"Playwrights Horizons, Inc.","New York, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","175,000"
2002,OTHER,"Poets House, Inc.","New York, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","25,000"
2002,OTHER,"Prospect Park Alliance, Inc.","Brooklyn, New York",To provide general operating support,"300,000"
2002,OTHER,Queens Borough Public Library,"Jamaica, New York","To cover the losses New York City's three public branch library systems incurred from the reduction in government support of core operations as a result of the events of September 11, 2001","838,000"
2002,OTHER,"Queens Botanical Garden Society, Inc.","Flushing, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","150,000"
2002,OTHER,"Queens Council on the Arts, Inc.","Woodlawn, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","40,000"
2002,OTHER,Queens Museum of Art,"Queens, New York","To support the institution following losses incurred as a result of the events of September 11, 2001, and to enable it to rehire essential staff and maintain program stability while planning for the future","150,000"
2002,OTHER,"Randall's Island Sports Foundation, Inc.","New York, New York",To provide general operating support,"100,000"
2002,OTHER,"Riverside Park Fund, Inc.","New York, New York",To provide general operating support,"85,000"
2002,OTHER,"Roundabout Theatre Company, Inc.","New York, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","675,000"
2002,OTHER,"Second Stage Theatre, Inc.","New York, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","100,000"
2002,OTHER,Smithsonian Institution,"Washington, DC","To support the institution following losses incurred as a result of the events of September 11, 2001","750,000"
2002,OTHER,Smithsonian Institution,"Washington, DC","To compensate for the losses the institution incurred as a result of September 11, 2001, and to help sustain its exhibition and educational programs","750,000"
2002,OTHER,Solomon R. Guggenheim Foundation,"New York, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","150,000"
2002,OTHER,"Sons of the Revolution in the State of New York, Inc.","New York, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","150,000"
2002,OTHER,South Street Seaport Museum,"New York, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","350,000"
2002,OTHER,"Staten Island Botanical Garden, Inc.","Staten Island, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","100,000"
2002,OTHER,Staten Island Children's Museum,"Staten Island, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","225,000"
2002,OTHER,"Staten Island Historical Society, Inc.","Staten Island, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","150,000"
2002,OTHER,"Staten Island Zoological Society, Inc.","Staten Island, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","25,000"
2002,OTHER,"The Studio Museum in Harlem, Inc.","New York, New York","To support the institution following losses incurred as a result of the events of September 11,","2001,"
2002,OTHER,"The Studio Museum in Harlem, Inc.","New York, New York","to meet its most urgent security needs, and to contribute to stabilization","600,000"
2002,OTHER,"Symphony Space, Inc.","New York, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","150,000"
2002,OTHER,"Theatre Development Fund, Inc.","New York, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","200,000"
2002,OTHER,Theatreworks/USA Corp.,"New York, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","150,000"
2002,OTHER,"Town Hall Foundation, Inc.","New York, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","75,000"
2002,OTHER,"Wave Hill, Inc.","Riverdale, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","200,000"
2002,OTHER,Whitney Museum of American Art,"New York, New York","To support the institution following losses incurred as a result of the events of September 11, 2001, and to preserve and develop scholarly, conservation, and educational activities","1,500,000"
2002,OTHER,Wildlife Conservation Society,"Bronx, New York","To support the institution following losses incurred as a result of the events of September 11, 2001","300,000"
2002,CONTRIBUTIONS,Association of Governing Boards of Universities,"Washington, DC",To provide general support,"35,000"
2002,CONTRIBUTIONS,"Council on the Environment, Inc.","New York, New York",To support its Waste Prevention and Recycling Service,"30,000"
2002,CONTRIBUTIONS,"Doe Fund, Inc.","New York, New York",To provide general support,"30,000"
2002,CONTRIBUTIONS,Eviction Intervention Services,"New York, New York",To provide general support,"40,000"
2002,CONTRIBUTIONS,Foundation Center,"New York, New York",To provide general support,"30,000"
2002,CONTRIBUTIONS,Marymount Manhattan College,"New York, New York",To support the introduction of a new first-year program for entering students,"40,000"
2002,CONTRIBUTIONS,Nonprofit Coordinating Committee,"New York, New York",To provide general support,"35,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                    ,California State University at Fullerton,"Fullerton, California",To support ecological research and training programs led by junior faculty scientists,"320,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                    ,Cornell University,"Ithaca, New York",To support a digital library of animal behavior,"300,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                    ,"Ecological Society of America, Inc.","Washington, DC",To support the expansion of JSTOR's collection of titles in ecology and biology,"300,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                    ,"Ecological Society of America, Inc.","Washington, DC",To support volunteer committee members' travel to meetings to assess the field and prepare a report on research needs and opportunities for ecological sciences,"20,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                    ,Free University of Berlin,"Berlin, Germany",To support the creation of a coordinated digital data- base of images and information on African plants,"197,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                    ,"Institute of Ecosystem Studies, Inc.","Millbrook, New York","To continue support for coordinated ecological research and training programs in Kruger National Park, South Africa","370,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                    ,"Institute of Ecosystem Studies, Inc.","Millbrook, New York",To support a program to encourage minority participation in ecological research and training,"66,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                     (),Marine Biological Laboratory,"Woods Hole, Massachusetts",To support the Semester in Environmental Science program,"500,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                     (),Michigan State University,"East Lansing, Michigan",To support a program of summer science institutes in mathematics and ecology,"250,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                     (),Missouri Botanical Garden,"St. Louis, Missouri",To complete the Foundation's support of plant research in South America,"200,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                     (),Missouri Botanical Garden,"St. Louis, Missouri",To support the creation of a coordinated digital data- base of images and information on African plants,"180,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                     (),Museum National d'Histoire Naturelle,"Paris, France",To support the creation of a coordinated digital data- base of images and information on African plants,"300,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                     (),Legal Personality of the National Botanic Garden,"Meise, Belgium",To support the creation of a coordinated digital data- base of images and information on African plants,"164,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                     (),National Botanical Institute,"Cape Town, South Africa",To support the creation of a coordinated digital data- base of images and information on African plants,"350,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                     (),National Botanical Institute,"Cape Town, South Africa","To support the development of a project that will coordinate the efforts of botanic gardens and herbaria in Africa, the US, and Europe to create a digital resource of information on the plant resources of Africa","15,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                 (),The National Herbarium,"Addis Ababa, Ethiopia",To support the creation of a coordinated digital data- base of images and information on African plants,"50,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                 (),National Park Foundation,"Washington, DC",To continue support for a program of postdoctoral fellowships for research in national parks,"1,500,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                 (),The Natural History Museum,"London, United Kingdom",To digitize rare botanical reference works and make high quality images available to scholars and others using the Internet,"170,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                 (),The Natural History Museum,"London, United Kingdom",To support the digitization of the Alfred Wallace Russel Collection,"90,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                 (),New York Botanical Garden,"Bronx, New York",To support the computerization of its collections,"350,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                 (),Oregon State University,"Corvallis, Oregon",To support coordinated ecological research and training programs on coastal ecosystems,"330,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                 (),Oregon State University,"Corvallis, Oregon",To support an exploration for expanding a Foundation-supported research consortium in South Africa,"25,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                 (),"Resources for the Future, Inc.","Washington, DC",To support a fellowship program of scholarly research on the implementation and effects of environmental regulation,"200,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                     (),"Royal Botanic Gardens, Kew","Richmond, United Kingdom",To support the creation of a coordinated digital data- base of images and information on African plants,"450,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                     (),"Royal Botanic Gardens, Kew","Richmond, United Kingdom",To support the digitization of rare botanic materials,"250,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                     (),"Royal Botanic Gardens, Kew","Richmond, United Kingdom","To support the development of a project that will coordinate the efforts of botanic gardens and herbaria in Africa, the US, and Europe to create a digital resource of information on the plant resources of Africa","15,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                     (),South African National Parks,"Pretoria, South Africa","To support coordinated ecological research and training programs in Kruger National Park, South Africa","425,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                     (),South African National Parks,"Pretoria, South Africa",To support a competitive research fellowship program,"190,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                     (),South African National Parks,"Pretoria, South Africa","To support coordinated ecological research and training programs in Kruger National Park, South Africa","130,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                     (),South African National Parks,"Pretoria, South Africa",To support the development of data management and dissemination systems for Kruger National Park,"65,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                     (),Trust for Public Land,"San Francisco, California",To provide general support,"1,000,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                     (),Université Montpellier II,"Montpellier, France",To support the creation of a coordinated digital data- base of images and information on African plants,"150,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                    (),University of California at Santa Barbara,"Santa Barbara, California",To support coordinated ecological research and training programs on coastal ecosystems,"360,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                    (),University of California at Santa Barbara,"Santa Barbara, California",To support ecological research and training programs led by junior faculty scientists,"310,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                    (),University of California at Santa Barbara,"Santa Barbara, California","To support a program of research and training in plant and soils ecology in Kruger National Park, South Africa","200,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                    (),University of California at Santa Barbara,"Santa Barbara, California",To support the development of data management and dissemination systems for Kruger National Park,"37,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                    (),University of Cape Town,"Cape Town, South Africa",To support the upgrading of its stable isotope research facility,"200,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                    (),University of Colorado at Boulder,"Boulder, Colorado",To support ecological research and training programs led by junior faculty scientists,"290,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                    (),The University of Fort Hare,"Alice, South Africa",To support a program of ecosystems research and training,"34,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                    (),University of San Francisco,"San Francisco, California","To support coordinated ecological research and training programs in Kruger National Park, South Africa","400,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                    (),University of San Francisco,"San Francisco, California","To support coordinated ecological research and training programs in Kruger National Park, South Africa","355,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                     (),University of the Witwatersrand,"Johannesburg, South Africa",To support a program of ecosystems research and training in Kruger National Park,"355,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                     (),University of Washington,"Seattle, Washington","To support coordinated ecological research and training programs in Kruger National Park, South Africa","395,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                     (),University of Washington,"Seattle, Washington",To support ecological research and training programs led by junior faculty scientists,"290,000"
2003,CONSERVATION AND THE ENVIRONMENT                                                                     (),University of Washington,"Seattle, Washington","To support archiving and developing access to ecological research data from Tatoosh Island, Washington","65,000"
2003,MUSEUMS AND ART CONSERVATION                                                                 ,Barnes Foundation,"Merion, Pennsylvania","To support a program of collection assessment, research, and preservation of the permanent collection","500,000"
2003,MUSEUMS AND ART CONSERVATION                                                                 ,Barnes Foundation,"Merion, Pennsylvania",To support the acquisition of software and training,"22,000"
2003,MUSEUMS AND ART CONSERVATION                                                                 ,"Buffalo State College Foundation, Inc.","Buffalo, New York",To support a professorship in conservation science and the purchase of essential scientific equipment,"995,000"
2003,MUSEUMS AND ART CONSERVATION                                                                 ,Carnegie Mellon University,"Pittsburgh, Pennsylvania",To support the Research Center for the Materials of the Artist and the Conservator,"3,385,000"
2003,MUSEUMS AND ART CONSERVATION                                                                 ,Carnegie Mellon University,"Pittsburgh, Pennsylvania",To support the development of an approach for sponsorship of the field of conservation science,"50,000"
2003,MUSEUMS AND ART CONSERVATION                                                                 ,Cleveland Museum of Art,"Cleveland, Ohio",To support a program to introduce Chinese museum professionals to American museum practices,"20,500"
2003,MUSEUMS AND ART CONSERVATION                                                                 ,"Isabella Stewart Gardner Museum, Inc.","Boston, Massachusetts",To support planning for the endowment of scholarly exhibitions,"50,000"
2003,MUSEUMS AND ART CONSERVATION                                                                 ,Metropolitan Museum of Art,"New York, New York",To support a program to introduce Chinese museum professionals to American museum practices,"9,500"
2003,MUSEUMS AND ART CONSERVATION                                                                 (),Philadelphia Museum of Art,"Philadelphia, Pennsylvania",To establish a permanent endowment for the Senior Curatorship of Costume and Textiles; to establish a permanent endowment for the Associate Curatorship of Arms and Armor; and to support the Associate Curatorship of Arms and Armor while endowment funds are raised,"2,175,000"
2003,MUSEUMS AND ART CONSERVATION                                                                 (),The Pierpont Morgan Library,"New York, New York",To endow the Department of Medieval and Renaissance Manuscripts,"2,250,000"
2003,MUSEUMS AND ART CONSERVATION                                                                 (),Smithsonian Institution,"Washington, DC","To establish a permanent endowment for a senior scientist, and to partially support two research scientists at the Freer Gallery of Art/ Arthur M. Sackler Gallery","1,755,000"
2003,MUSEUMS AND ART CONSERVATION                                                                 (),Smithsonian Institution,"Washington, DC",To support the continuation of advanced training opportunities in archeological and ethnographic conservation at the National Museum of the American Indian,"1,000,000"
2003,MUSEUMS AND ART CONSERVATION                                                                 (),Smithsonian Institution,"Washington, DC",To support a program to introduce Chinese museum professionals to American museum practices at the Freer Gallery of Art/Arthur M. Sackler Gallery,"172,000"
2003,MUSEUMS AND ART CONSERVATION                                                                 (),University of Delaware,"Newark, Delaware","To establish a permanent endowment for a professorship in conservation science, to support the professorship while endowment funds are raised, and to purchase essential scientific equipment","1,330,000"
2003,MUSEUMS AND ART CONSERVATION                                                   (),Whitney Museum of American Art,"New York, New York","To establish a permanent endowment for the conservation department, and to partially support the director of conservation and the associate conservator while endowment funds are raised","1,850,000"
2003,MUSEUMS AND ART CONSERVATION                                                   (),Worcester Art Museum,"Worcester, Massachusetts",To support a position for a conservator-scientist,"272,000"
2003,PERFORMING ARTS,"Alabama Shakespeare Festival, Inc.","Montgomery, Alabama",To support artistic initiatives and organizational development,"250,000"
2003,PERFORMING ARTS,"Albany Symphony Orchestra, Inc.","Albany, New York",To support the Orchestra's American Music Festival,"20,000"
2003,PERFORMING ARTS,Alliance of Resident Theatres,"New York, New York",To support the Foundation's New York Theater Program and ongoing services to the field,"1,400,000"
2003,PERFORMING ARTS,"Alvin Ailey Dance Foundation, Inc.","New York, New York",To endow the New Works Fund,"1,000,000"
2003,PERFORMING ARTS,American Conservatory Theatre Foundation,"San Francisco, California",To support artistic initiatives and organizational development,"300,000"
2003,PERFORMING ARTS,"American Music Center, Inc.","New York, New York",To support services to the field of contemporary American music,"200,000"
2003,PERFORMING ARTS,American Symphony Orchestra League,"New York, New York",To endow leadership training programs,"1,450,000"
2003,PERFORMING ARTS,American Symphony Orchestra League,"New York, New York",To support a postgraduate training program for American conductors,"1,000,000"
2003,PERFORMING ARTS,"Ballet Tech Foundation, Inc.","New York, New York",To support the Ballet Tech School,"20,000"
2003,PERFORMING ARTS,"Baltimore Symphony Orchestra, Inc.","Baltimore, Maryland",To support organizational and artistic development,"850,000"
2003,PERFORMING ARTS,"Brooklyn Academy of Music, Inc.","Brooklyn, New York",To endow opera and music theater programs,"1,000,000"
2003,PERFORMING ARTS,Byrd Hoffman Water Mill Foundation,"New York, New York",To support the Robert Wilson photo archive digitization project,"35,000"
2003,PERFORMING ARTS,"Center Stage Associates, Inc.","Baltimore, Maryland",To support artistic initiatives and organizational development,"225,000"
2003,PERFORMING ARTS,"Dance Exchange, Inc.","Tacoma Park, Maryland",To support artistic work and a leadership transition,"300,000"
2003,PERFORMING ARTS,"Fiji Theater Company, Inc.","New York, New York",To support New York City performances,"20,000"
2003,PERFORMING ARTS,Guthrie Theatre Foundation,"Minneapolis, Minnesota",To support artistic initiatives and organizational development,"250,000"
2003,PERFORMING ARTS,Hispanic Culture Foundation,"Albuquerque, New Mexico",To support the Barelas Neighborhood project in collaboration with the New Mexico Symphony,"20,000"
2003,PERFORMING ARTS,Intiman Theatre,"Seattle, Washington",To support artistic initiatives and organizational development,"150,000"
2003,PERFORMING ARTS,"Jacob's Pillow Dance Festival, Inc.","Lee, Massachusetts",To provide endowment support,"750,000"
2003,PERFORMING ARTS,Los Angeles Philharmonic Association,"Los Angeles, California",To support a new concert series called First Nights: An Introduction to the Great Works,"50,000"
2003,PERFORMING ARTS,The Louisiana Philharmonic Orchestra,"New Orleans, Louisiana",To support organizational and artistic development,"800,000"
2003,PERFORMING ARTS,McCarter Theatre Company,"Princeton, New Jersey",To support artistic initiatives and organizational development,"175,000"
2003,PERFORMING ARTS,"Metropolitan Opera Association, Inc.","New York, New York",To support a production of Hector Berlioz's Benvenuto Cellini,"750,000"
2003,PERFORMING ARTS,Music at the Anthology Inc.,"Brooklyn, New York",To support its festival for emerging composers,"5,000"
2003,PERFORMING ARTS,New Mexico Symphony Orchestra,"Albuquerque, New Mexico",To support organizational and artistic development,"600,000"
2003,PERFORMING ARTS,"New York City Ballet, Inc.","New York, New York",To support the Balanchine centennial season,"400,000"
2003,PERFORMING ARTS,"New York Theatre Workshop, Inc.","New York, New York",To support artistic initiatives and organizational development,"225,000"
2003,PERFORMING ARTS,"Nikolais Louis Foundation for Dance, Inc.","New York, New York",To support the reconstruction of seven dances by choreographer Alwin Nikolais,"10,000"
2003,PERFORMING ARTS,Philadelphia Orchestra Association,"Philadelphia, Pennsylvania",To support organizational and artistic development,"400,000"
2003,PERFORMING ARTS,"Playwrights Horizons, Inc.","New York, New York",To support artistic initiatives and organizational development,"225,000"
2003,PERFORMING ARTS,Richmond Symphony,"Richmond, Virginia",To support organizational and artistic development,"700,000"
2003,PERFORMING ARTS,Saint Paul Chamber Orchestra Society,"St. Paul, Minnesota",To support strategic planning,"40,000"
2003,PERFORMING ARTS,The Santa Fe Opera,"Santa Fe, New Mexico",To support the company's world premiere of Bright Sheng's Madame Mao,"25,000"
2003,PERFORMING ARTS,"Saratoga International Theater Institute, Inc.","New York, New York",To support the development of three new works systems/layers; A Midsummer Night's Dream; and Death and the Ploughman,"25,000"
2003,PERFORMING ARTS,"Seattle Symphony Orchestra, Inc.","Seattle, Washington",To support organizational and artistic development,"800,000"
2003,PERFORMING ARTS,The Shakespeare Theatre,"Washington, DC",To support artistic initiatives and organizational development,"275,000"
2003,PERFORMING ARTS,"Spanish Theatre Repertory Company, Ltd.","New York, New York",To support artistic initiatives and organizational development,"225,000"
2003,PERFORMING ARTS,"St. Luke's Chamber Ensemble, Inc.","New York, New York",To support organizational and artistic development,"600,000"
2003,PERFORMING ARTS,Sundance Institute,"Salt Lake City, Utah",To support artistic initiatives and organizational development,"200,000"
2003,PERFORMING ARTS,Theatre de la Jeune Lune,"Minneapolis, Minnesota",To support artistic initiatives and organizational development,"150,000"
2003,PERFORMING ARTS,"Theatre for a New Audience, Inc.","New York, New York",To support artistic initiatives and organizational development,"225,000"
2003,PERFORMING ARTS,Trinity Repertory Company,"Providence, Rhode Island",To support artistic initiatives and organizational development,"225,000"
2003,PERFORMING ARTS,Utah Opera Company,"Salt Lake City, Utah",To support activities facilitating the merger of the Utah Symphony and the Utah Opera,"20,000"
2003,PERFORMING ARTS,Yale University,"New Haven, Connecticut",To support artistic initiatives and organizational development,"150,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,The After-School Corporation,"New York, New York",To support a teacher recruitment program to encourage men of color to enter the teaching profession in New York City public schools,"50,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Allegheny College,"Meadville, Pennsylvania",To support programs to strengthen faculty advising,"215,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,American Academy in Rome,"New York, New York",To support planning to expand access to the American Academy in Rome's scholarly resources,"10,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,American Anthropological Association,"Arlington, Virginia",To support an online scholarly portal called AnthroSource,"756,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,American Council of Learned Societies,"New York, New York",To support the Charles A. Ryskamp Research Fellowship program for advanced junior faculty members in the humanities and humanistic social sciences,"4,318,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,American Council of Learned Societies,"New York, New York",To support the Frederick Burkhardt Residential Fellowships for Recently Tenured Scholars,"963,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,American Council of Learned Societies,"New York, New York",To support costs associated with organizational transition,"90,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,American Council of Learned Societies,"New York, New York",To support the creation of a commission to report on the prospects of advancing digitally-based scholarship in the humanities,"35,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,American Council of Learned Societies,"New York, New York",To support the planning of a report on the prospects of advancing digitally-based scholarship in the humanities,"5,700"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"American Folklore Society, Inc.","Columbus, Ohio",To support work on an ethnographic thesaurus,"484,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,American Indian College Fund,"Denver, Colorado","To support efforts to increase the number of doctoral recipients among faculty members at four-year institutions that are members of AICF, and to provide additional teaching and learning opportunities for faculty members at these institutions","450,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"American Philological Association, Inc.","Philadelphia, Pennsylvania",To support innovations and improvements in l'Année philologique,"256,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,American Philosophical Society,"Philadelphia, Pennsylvania",To support plans to reconfigure the space in its library,"50,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,American School of Classical Studies at Athens,"Princeton, New Jersey",To support a plan for an integrated library and information system,"32,300"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"American University of Paris, Inc.","Paris, France",To support new curricular initiatives for under- graduate students,"350,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"American University of Paris, Inc.","Paris, France",To support programs to redesign and strengthen library services,"145,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Antioch University,"Yellow Springs, Ohio","To support an Antioch College Web site designed to enhance its admissions, public relations, and development offices","50,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Appalachian College Association,"Berea, Kentucky",To support collaborative projects that provide additional career opportunities to faculty and staff at member colleges,"355,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Appalachian College Association,"Berea, Kentucky",To support the faculty fellowship program,"150,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Appalachian College Association,"Berea, Kentucky",To support inter-institutional collaborative projects that enhance the academic programs at member colleges,"95,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,ARTstor Inc.,"New York, New York",To support a fund for ongoing operating expenses,"5,000,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,ARTstor Inc.,"New York, New York",To support collection development,"2,485,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,ARTstor Inc.,"New York, New York",To support various small-scale content development projects,"1,000,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Asian University for Women Support Foundation,"New York, New York",To support planning for the Asian University for Women,"100,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"Associated Colleges of the Midwest, Inc.","Chicago, Illinois",To support faculty career enhancement,"45,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"Association of Black Foundation Executives, Inc.","New York, New York",To support professional development programs for Association members to enhance their skills in the field of philanthropy,"15,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"Atlanta University Center, Inc.","Atlanta, Georgia",To support the Robert W. Woodruff Library,"75,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Austin College,"Sherman, Texas",To support student faculty collaborative research in the social sciences and humanities,"150,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Balboa Art Conservation Center,"San Diego, California",To support the implementation of services and activities that improve preservation field service programs,"150,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Bard College,"Annandale-on-Hudson, New York","To support an interdisciplinary collaborative program in human rights, sponsored by seven Southern African universities and seven United States liberal arts colleges","420,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Barnard College,"New York, New York",To support a postdoctoral fellowship program in the humanities,"500,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Barnard College,"New York, New York",To support the further development of its media center,"150,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Bennett College,"Greensboro, North Carolina",To support curricular and archival work,"300,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Bennington College,"Bennington, Vermont",To support faculty career enhancement,"200,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Boston University,"Boston, Massachusetts",To support the development of a bibliographic database for East Asian archaeology,"140,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Bowdoin College,"Brunswick, Maine",To support strengthening selected aspects of its programs,"50,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Bridgewater State College,"Bridgewater, Massachusetts",To support the president's discretionary fund,"3,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,The British Library,"London, United Kingdom","To support the conservation, digitization, and documentation of scrolls held by the Institute of Oriental Studies to be represented in the Mellon International Dunhuang Archive","237,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,The British Library,"London, United Kingdom",To support the digitization and documentation of images to be included in ARTstor,"182,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Brown University,"Providence, Rhode Island",To support residential fellowships at the John Carter Brown Library,"1,415,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Brown University,"Providence, Rhode Island",To support workshops for graduate students and faculty members in the humanities and humanistic social sciences,"225,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Bryn Mawr College,"Bryn Mawr, Pennsylvania",To support a permanent endowment for the Hanna Holborn Gray Undergraduate Research Program in the Humanities and Humanistic Social Sciences,"1,500,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Bryn Mawr College,"Bryn Mawr, Pennsylvania",To support core programs in the humanities,"570,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,California Institute of Technology,"Pasadena, California",To support research and teaching activities in the humanities,"593,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,California Institute of Technology,"Pasadena, California",To support dissertation seminars in the humanities,"131,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Canadian Centre for Architecture,"Montreal, Canada",To support visiting fellowships for senior scholars,"244,000"
