year,category,recipient,location,grant_description,award_amt
2003,HIGHER EDUCATION AND SCHOLARSHIP,Emory University,"Atlanta, Georgia","To support the development of computational linguistic techniques for retrieving information from large, disparate aggregations of scholarly materials","435,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Emory University,"Atlanta, Georgia","To support a fellowship program in collaboration with Agnes Scott College, Clark Atlanta University, Dillard University, Morehouse College, and Spelman College, for advanced graduate students at Emory to teach at these institutions","247,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Emory University,"Atlanta, Georgia",To support the planning of a project that would use computational linguistic tools to enhance the results of metadata harvesting,"12,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"Five Colleges, Inc.","Amherst, Massachusetts",To support language offerings for independent learners at the five colleges,"535,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"Five Colleges, Inc.","Amherst, Massachusetts",To support new cooperative efforts in administrative areas,"275,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"Five Colleges, Inc.","Amherst, Massachusetts",To support a program for mid-career scholars of Africa,"50,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Folger Shakespeare Library,"Washington, DC",To support residential fellowships,"1,250,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,The Foundation of Tertiary Institutions,"Braamfontein, Johannesburg, South Africa",To manage the purchase and implementation of a new integrated library management system at the University of Namibia and to include the University's library in FOTIM's Gauteng and Environs Library and Information Consortium,"500,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Franklin & Marshall College,"Lancaster, Pennsylvania",To support strengthening selected aspects of its programs,"50,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Furman University,"Greenville, South Carolina",To support research and internship opportunities for students,"150,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Furman University,"Greenville, South Carolina",To support a program that integrates technology with multidisciplinary collaborative teaching,"25,500"
2003,HIGHER EDUCATION AND SCHOLARSHIP,The Gehua Center for Chinese Antiquities,"Beijing, China",To support the planning of an Education and Exhibition Center for World Art History in Beijing,"25,500"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Graduate School and University Center,"New York, New York",To support initiatives at the Center for the Humanities aimed at strengthening its role in the instructional and scholarly activities of the University,"358,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Graduate School and University Center,"New York, New York",To support an Emeritus Fellowship,"46,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Graduate School and University Center,"New York, New York",To support an Emeritus Fellowship,"46,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Graduate School and University Center,"New York, New York",To support a study comparing the outcomes of open admissions at CUNY with national data on the effects of a college education,"30,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"Great Lakes Colleges Association, Inc.","Ann Arbor, Michigan",To support strengthening the Midwest Instructional Technology Center,"408,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Grinnell College,"Grinnell, Iowa",To support strengthening and expanding the Consortium for a Strong Minority Presence,"40,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Hampshire College,"Amherst, Massachusetts",To support the Pathways to College program,"50,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Hampshire College,"Amherst, Massachusetts",To support the development of a plan to restructure Division II work,"30,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Harvard University,"Cambridge, Massachusetts",To support a Distinguished Achievement Award,"1,500,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Harvard University,"Cambridge, Massachusetts",To support a program of assistance to Latin American libraries and archives,"1,130,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Harvard University,"Cambridge, Massachusetts",To support doctoral training in the history of Latin America,"500,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Harvard University,"Cambridge, Massachusetts",To support international scholarly collaboration on the history of the Sino-Japanese War of 1937_45,"140,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Harvard University,"Cambridge, Massachusetts",To support the digitization and documentation of images to be included in ARTstor,"105,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Harvard University,"Cambridge, Massachusetts",To support research on the effects of multicultural programs on the racial climate of colleges and universities,"50,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Harvard University,"Cambridge, Massachusetts",To support an Emeritus Fellowship,"50,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Harvey Mudd College,"Claremont, California",To support faculty career enhancement,"650,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Haverford College,"Haverford, Pennsylvania",To support programs designed to increase faculty involvement in residential life,"100,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Haverford College,"Haverford, Pennsylvania",To support research fellowships for retired faculty mem- bers in the humanities and humanistic social sciences,"50,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Haverford College,"Haverford, Pennsylvania",To support a conference with peer institutions on effective bridge programs for entering first-year students who have weak high school preparation in key curricular areas,"30,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,The IHR Trust,"London, United Kingdom","To support the completion of a biography of Andrew W. Mellon, and related activities","453,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Indiana University,"Bloomington, Indiana",To support the development of a suite of open source electronic portfolio tools that serve institutions of higher education,"518,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Indiana University,"Bloomington, Indiana","To support the development of a Digital Library of the Commons, and a series of planning studies that would define an agenda for research on the role of information in scholarly communications","425,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Institute for Advanced Study,"Princeton, New Jersey",To support the fellowship program at the School of Historical Studies,"25,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"Ithaka Harbors, Inc.","New York, New York",To support a discretionary capital fund,"6,000,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"Ithaka Harbors, Inc.","New York, New York",To support a study of the attitudes of faculty toward electronic scholarly resources,"260,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,James Madison University,"Harrisonburg, Virginia",To support the development of an online content delivery system for digitized images compatible with the ARTstor database,"50,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Johns Hopkins University,"Baltimore, Maryland",To support postdoctoral fellowships in the humanities and humanistic social sciences,"439,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Johns Hopkins University,"Baltimore, Maryland",To support the development of a plan to integrate the University's digital library initiatives more effectively with the library's core operations,"50,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Johnson C. Smith University,"Charlotte, North Carolina",To support strategic planning activities,"325,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Kalamazoo College,"Kalamazoo, Michigan",To support initiatives recommended in a recent planning process and to establish a presidential discretionary fund to enable timely support for faculty and staff initiatives,"150,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Knox College,"Galesburg, Illinois",To strengthen curricular programs and faculty career enhancement,"200,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Lafayette College,"Easton, Pennsylvania",To strengthen curricular programs and faculty career enhancement,"200,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Lake Forest College,"Lake Forest, Illinois",To support programs to strengthen library services,"200,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Lehigh University,"Bethlehem, Pennsylvania",To support planning for substantial curricular revision and enhancement,"140,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Library Company of Philadelphia,"Philadelphia, Pennsylvania",To support the establishment of the Society of Historians of the Early American Republic in Philadelphia,"37,500"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Macalester College,"St. Paul, Minnesota",To support the appointment of new junior or intermediate faculty members in the humanities and social sciences in advance of faculty retirements,"800,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Massachusetts Historical Society,"Boston, Massachusetts",To support fellowships offered through the New England Regional Fellowship Consortium,"135,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Massachusetts Institute of Technology,"Cambridge, Massachusetts","To partially support the first year of Phase Two of MIT's OpenCourseWare project, a large-scale Web-based initiative to provide free worldwide access to the educational content of all courses taught throughout the institution","3,000,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Massachusetts Institute of Technology,"Cambridge, Massachusetts",To support the Forum for the Future of Higher Education,"300,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Massachusetts Institute of Technology,"Cambridge, Massachusetts",To support the expansion of Project Interphase,"36,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Massachusetts Institute of Technology,"Cambridge, Massachusetts","To support two projects: Tufts Visual Understanding Environment, and Stanford Assignment and Assessment Manager","25,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,McDaniel College,"Westminster, Maryland",To support curriculum review and faculty career enhancement,"48,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Middlebury College,"Middlebury, Vermont",To support strengthening programs in educational technology,"720,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Middlebury College,"Middlebury, Vermont","To support the development of computational linguistic techniques for retrieving information from large, disparate aggregations of scholarly materials","596,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Middlebury College,"Middlebury, Vermont",To support a regional center in educational technology,"400,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Mills College,"Oakland, California",To support a curricular planning process to enhance the academic excellence of its liberal arts program,"45,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Morehouse College,"Atlanta, Georgia",To support curricular revisions,"300,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Morehouse College,"Atlanta, Georgia",To support the Atlanta University Center/University of Minnesota honors program,"37,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Mount Holyoke College,"South Hadley, Massachusetts",To support new curricular initiatives for under- graduate students,"250,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Mount Holyoke College,"South Hadley, Massachusetts",To support collaboration between the College and its Alumnae Association,"150,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Mount Holyoke College,"South Hadley, Massachusetts",To support programs designed to increase faculty involvement in residential life,"100,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Mount Holyoke College,"South Hadley, Massachusetts",To support the presidential discretionary fund,"5,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"Mystic Seaport Museum, Inc.","Mystic, Connecticut",To support a survey and analysis of scholarly research needs for museum and library resources in the field of American maritime history,"45,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,National Academy of Sciences,"Washington, DC",To partially support a study of research-doctorate programs in the United States,"700,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,National Association of College,"Washington, DC",To support the exploration of the feasibility of an open source financial system for higher education,"45,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,National Collegiate Athletic Association,"Indianapolis, Indiana",To support a study on capital expenses in athletics,"50,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,National Humanities Center,"Research Triangle Park, North Carolina",To support the Center's core fellowship program,"400,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,The Needham Research Institute,"Cambridge, United Kingdom",To support archiving the papers of Joseph Needham and access to JSTOR,"210,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"New England Association of Schools & Colleges, Inc.","Bedford, Massachusetts",To support a pilot project to develop better assessment methodology for teaching and learning at member colleges,"40,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,New Jersey Historical Society,"Newark, New Jersey",To support the retrospective conversion of library card catalogs to electronic format,"461,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,New School University,"New York, New York",To support new curricular initiatives for under- graduate students,"185,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,New York Public Library,"New York, New York",To support a study of the restructuring and integration of the Library's divisions so as to achieve economies and improve services,"375,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,New York University,"New York, New York",To support graduate training in the history of Latin American art,"244,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,New York University,"New York, New York",To support a New Directions Fellowship,"128,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Newberry Library,"Chicago, Illinois",To support residential fellowships,"1,450,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Newberry Library,"Chicago, Illinois",To support the retrospective conversion of library card catalogs to electronic format,"750,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,The New-York Historical Society,"New York, New York",To improve access to library special collections,"464,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,The New-York Historical Society,"New York, New York","To support the development of a documentary film, entitled Objects and Memory","20,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Northeast Document Conservation Center,"Andover, Massachusetts",To support the implementation of services and activities that would improve preservation field service programs,"150,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Northwestern University,"Evanston, Illinois",To support postdoctoral fellowships in the humanities and humanistic social sciences,"1,000,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Northwestern University,"Evanston, Illinois",To support the development of electronic tools for the study and analysis of literary texts,"213,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Oberlin College,"Oberlin, Ohio","To achieve a more suitable faculty-student ratio in the College of Arts and Sciences, and to meet important curricular goals","500,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Oberlin College,"Oberlin, Ohio",To launch the initial phase of a planned collaborative program that would recruit undergraduate students to the library profession,"500,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Ohio State University,"Columbus, Ohio","To support continued work on the selection, documentation, and digitization of images of Asian art and architecture to be incorporated in ARTstor's Image Gallery","35,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Omohundro Institute of Early American,"Williamsburg, Virginia",To support postdoctoral fellowships,"300,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Open Source Applications Foundation,"San Francisco, California","To support the development of a next generation, open source personal information manager designed for use in higher education","1,500,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Open Source Applications Foundation,"San Francisco, California","To develop a design specification, schedule, and budget outline to modify Chandler, an open source personal information manager technology geared to the needs of higher education","98,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,The Open University,"Milton Keynes, United Kingdom",To support an evaluation study of the use of instructional technologies in distance learning,"140,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Pennsylvania State University,"University Park, Pennsylvania",To support the development and deployment of a peer-to-peer network infrastructure for academic purposes,"1,171,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Pennsylvania State University,"University Park, Pennsylvania","To support additional meetings of a Sawyer Seminar on the historical and cultural source of significant contemporary developments: ""Contact and Cultural Transmission in the `Axial Age' Mediterranean""","11,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Phi Beta Kappa Society,"Washington, DC",To support the launch of a new visiting scholars program,"100,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Pitzer College,"Claremont, California",To support the design of new models of foreign study for undergraduate students,"300,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Pitzer College,"Claremont, California",To support strengthening selected aspects of its programs,"50,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Princeton University,"Princeton, New Jersey",To support a Distinguished Achievement Award,"1,500,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Princeton University,"Princeton, New Jersey",To support data collection and management for the Foundation's Graduate Education Initiative,"741,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Princeton University,"Princeton, New Jersey",To support core activities of the University's Survey Research Center,"500,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Princeton University,"Princeton, New Jersey",To support a study of college enrollments in Texas before and after the Hopwood v.Texas decision,"200,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Princeton University,"Princeton, New Jersey",To support planning for the presidential series of The Papers of Thomas Jefferson,"133,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Princeton University,"Princeton, New Jersey",To support a dissertation seminar,"120,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Princeton University,"Princeton, New Jersey",To support an Emeritus Fellowship,"55,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Princeton University,"Princeton, New Jersey",To support an Emeritus Fellowship,"55,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Princeton University,"Princeton, New Jersey",To support an Emeritus Fellowship,"55,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"Recorded Anthology of American Music, Inc.","New York, New York",To support further development of the Database of Recorded American Music,"675,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Reed College,"Portland, Oregon",To support strengthening selected aspects of its programs,"50,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Reed College,"Portland, Oregon",To support planning for the Orbis-Cascade Consortium,"35,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"Research Libraries Group, Inc.","Mountain View, California",To support the implementation of a Web-based interface for its union database of library catalogs,"700,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Rhodes College,"Memphis, Tennessee",To support faculty career enhancement,"650,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Rhodes College,"Memphis, Tennessee",To support a student labor program,"200,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Rochester Institute of Technology,"Rochester, New York",To support a study that would establish benchmarks for the quality of digital imaging,"164,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Royal Holloway and Bedford New College,"Egham, United Kingdom",To support the development of digital tools and resources for the distribution and study of medieval music transcripts,"190,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,The Royal Society,"London, United Kingdom",To support the cataloging of archival special collections,"300,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"Rutgers, The State University of New Jersey","New Brunswick, New Jersey",To support a New Directions Fellowship,"121,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Saint Augustine's College,"Raleigh, North Carolina",To strengthen curricular programs and provide career enhancement opportunities for faculty,"475,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Sarah Lawrence College,"Bronxville, New York",To support programs designed to increase faculty involvement in residential life,"100,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,School of American Research,"Santa Fe, New Mexico",To support the development of a Center for Digital Archaeology,"71,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Skidmore College,"Saratoga Springs, New York",To support faculty career enhancement,"600,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Smith College,"Northampton, Massachusetts",To support programs designed to increase faculty involvement in residential life,"130,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Smith College,"Northampton, Massachusetts",To support the presidential discretionary fund,"5,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,South African National Parks,"Pretoria, South Africa",To support strengthening the library and archival functions of South African National Parks,"60,300"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"Southeastern Library Network, Inc.","Atlanta, Georgia","To support strengthening libraries and archives at private, historically black colleges and universities","160,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"Southeastern Library Network, Inc.","Atlanta, Georgia",To support the implementation of services and activities that would improve preservation field service programs,"50,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"Southern Education Foundation, Inc.","Atlanta, Georgia",To support the Instructional Technology Assistance Project,"489,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Southwestern University,"Georgetown, Texas",To support planning for curricular revision and enhancement,"42,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Spelman College,"Atlanta, Georgia",To support programs designed to increase faculty involvement in residential life,"100,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,St. Lawrence University,"Canton, New York",To support programs to strengthen library services,"250,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,St. Mary's College of Maryland,"St. Mary's City, Maryland",To support new curricular initiatives for under- graduate students,"150,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,St. Mary's College of Maryland,"St. Mary's City, Maryland",To support the design of new models of foreign study for undergraduate students,"100,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Stanford University,"Stanford, California",To support the further development and implementation of a distributed system for the long-term archiving of electronic journals,"1,000,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Stanford University,"Stanford, California",To support research workshops for faculty members and advanced graduate students,"1,000,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Stanford University,"Stanford, California",To support the retrospective conversion of library card catalogs to electronic format,"800,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Stanford University,"Stanford, California",To support an Emeritus Fellowship,"55,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Stanford University,"Stanford, California","To support the development of a prototype database and workspace for the discovery, display, and study of medieval manuscripts","49,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,State University of New York at Binghamton,"Binghamton, New York",To support work on the Image of France database of 19th-century prints,"40,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,State University of New York at Stony Brook,"Stony Brook, New York",To support the travel of a team of archaeologists who would assist staff at the Iraq Museum in creating an inventory of looted materials,"12,500"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Stellenbosch University,"Matieland, South Africa","To support graduate and postdoctoral fellowships in the humanities, social sciences, and sciences for students from disadvantaged backgrounds","1,000,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Swarthmore College,"Swarthmore, Pennsylvania",To support strengthening selected aspects of its programs,"250,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Technical University of Lódz,"Lódz, Poland",To support the acquisition of software and hardware which will strengthen the library consortium in Lódz,"53,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,The Textile Museum of DC,"Washington, DC",To support the retrospective conversion of library catalog records to modern electronic formats,"171,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Tougaloo College,"Tougaloo, Mississippi",To support the development of an information literacy program,"100,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Trinity College,"Hartford, Connecticut",To support strengthening selected aspects of its programs,"50,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Tufts University,"Medford, Massachusetts",To support postdoctoral fellowships in the humanities and humanistic social sciences,"992,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Tulane University,"New Orleans, Louisiana",To support the summer transition program,"200,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Union College,"Schenectady, New York",To support the implementation of the consortial post-retirement medical insurance entity,"1,300,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,Union College,"Schenectady, New York","To support continuing work on the retiree health insurance consortium for liberal arts colleges and, more broadly, for private higher education and education-related not-for-profit organizations","175,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,"United Negro College Fund, Inc.","Fairfax, Virginia","To support efforts to increase the number of doctoral recipients among faculty members at four-year institutions that are members of UNCF, and to pro- vide additional teaching and learning opportunities for faculty members at these institutions","1,600,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To support postdoctoral fellowships in the humanities and humanistic social sciences,"1,668,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To support the implementation of a program to enhance undergraduate student research and information skills,"749,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To support initiatives at the Doreen B. Townsend Center for the Humanities aimed at strengthening its role in the instructional and scholarly activities of the University,"306,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To support an evaluation study of the use of freely- available digital scholarly collections in humanities and social sciences undergraduate instruction,"250,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To support an Emeritus Fellowship,"55,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To support the development of software needed to translate electronic resources from one format to another,"49,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Los Angeles,"Los Angeles, California",To support research on factors affecting minority high school students' decisions to attend college and on the effects of recent rulings barring the use of race in college admissions decisions,"50,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Los Angeles,"Los Angeles, California",To support a study to test the feasibility of developing a large-scale virtual reality model of a medieval mon- astery as specified in the St. Gall architectural plan,"24,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of California at San Diego,"La Jolla, California",To support continued development of a prototype union catalog for art images,"612,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of California at San Diego,"La Jolla, California",To support the production of digitized images to be included in ARTstor's Image Gallery,"46,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of California at San Diego,"La Jolla, California",To support quality control work on images digitized from the University's art history slide collection,"33,500"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Santa Barbara,"Santa Barbara, California",To support a dissertation seminar in the humanities,"181,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of Cambridge,"Cambridge, United Kingdom",To support the conservation of archival collections at the Churchill Archives Centre,"80,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To support the appointment of 23 new black faculty members in the Faculty of Humanities,"1,000,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa","To provide fellowships for a third cohort of faculty in the humanities section in the University Science, Humanities and Engineering Partnerships in Africa program and to provide small grants that will enable graduates to continue their research at their home institutions","530,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To support research on higher education in South Africa,"300,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To support the digitization of the Bleek and Lloyd Archive,"50,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To support planning meetings to evaluate instructional technologies developed at an American university for use in teaching population statistics in a South African university,"48,500"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To support the digitization of archives at the Center for Popular Memory,"33,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To provide permanent endowment funding for the Hanna Holborn Gray Advanced Graduate Fellowships in the Humanities and Humanistic Social Sciences,"3,000,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support a Distinguished Achievement Award,"1,500,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To further support the development of short-run digital printing services,"1,252,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support doctoral training in the history of Latin America,"1,000,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support an initiative to improve the teaching and learning of modern foreign languages,"250,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support a New Directions Fellowship,"163,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support a New Directions Fellowship,"122,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support an Emeritus Fellowship,"54,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support an Emeritus Fellowship,"53,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support an Emeritus Fellowship,"18,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois","To support the institutional subvention provided in a New Directions Fellowship, which was erroneously omitted from the original budget request","10,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,University of Durban-Westville,"Durban, South Africa",To support the preservation of oral history in the Kwa-Zulu Natal region of the South African Indian (South Asian) minority,"33,000"
2003,HIGHER EDUCATION AND SCHOLARSHIP,The University of Fort Hare,"Alice, South Africa",To support a merger office to facilitate the incorpora- tion of the East London campus of Rhodes University into The University of Fort Hare,"100,000"
